Título,Director,Integrantes,Estado,Tipo de proyecto,Descripción,Institución,Fecha de inicio,Fecha de finalización,Enlace,Código
Prácticas de enseñanza que integran leer y escribir para aprender en diferentes asignaturas de la educación secundaria y superior," Carlino, Paula Cecilia",S/D,finalizado,PIP,"El proyecto, que reúne la labor de investigadores y becarios doctorales y posdoctorales, propone describir y caracterizar los usos de la lectura y la escritura en distintos sistemas de interacción entre docentes, alumnos y saberes a enseñar en el nivel medio y superior. Para tal fin, indagamos las condiciones educativas que promueven o dificultan que leer y escribir funcionen como instrumentos de aprendizaje y, a la vez, como objetos de enseñanza en diversas áreas disciplinares. Así, buscamos aportar a las discusiones presentes en la bibliografía acerca de si estas prácticas han de enseñarse sólo en espacios curriculares específicos (talleres de escritura, clases de Lengua, cursos de “alfabetización académica”, etc.) o si es posible también integrarlas en las asignaturas disciplinares, de qué modos, con qué retos y alcances. En lo específico, proyectamos: a) caracterizar qué acciones docentes vinculadas con leer y escribir en las asignaturas promueven oportunidades de aprendizaje según nuestro análisis y desde el punto de vista de los actores involucrados; b) reconocer qué desafíos enfrentan los profesores para entramar situaciones de lectura y escritura con la enseñanza de sus disciplinas y cómo los afrontan; c) especificar qué valoran o desestiman los docentes sobre las propuestas diseñadas y probadas en sus aulas; d) identificar qué dificultades encuentran los estudiantes al leer y escribir para aprender, qué ayudas pedagógicas reciben y cuáles expresan que necesitarían. Estos objetivos se abordan a través de estudios naturalistas (sobre la enseñanza habitual) e intervencionistas (de diseño didáctico), lo cual aportará a las discusiones pedagógicas a partir de conocimientos generados dentro de las aulas, a la vez que evitará el riesgo de los estudios extrínsecos (en condiciones de laboratorio), que son escasamente utilizados por la comunidad docente. Se observarán y transcribirán clases, se entrevistará a docentes y alumnos, y se recopilarán documentos (institucionales y áulicos), a fin de triangularlos metodológicamente. Para los estudios naturalistas, hipotetizamos que en la enseñanza habitual la lectura y la escritura tenderán a utilizarse para extraer información y acreditar saberes, en lugar de aprovecharse como herramientas para aprender. Para los estudios intervencionistas, anticipamos que, en las actividades diseñadas y puestas a prueba en las aulas, la acción docente en situaciones argumentativas y dialógicas potenciará las oportunidades de participar y aprender a través de la lectura y la escritura. Además, prevemos que las condiciones creadas para que leer y escribir adquieran sentido para los alumnos, junto con la orientación que el docente ofrezca sobre esas prácticas antes de evaluarlas, promoverán su uso epistémico. Como resultados esperados, se caracterizarán las prácticas de enseñanza de y mediadas por la lectura y la escritura, se especificará cómo leer y escribir pudieron entrelazarse con la enseñanza de las materias, y se determinará si y cómo contribuyeron a que los alumnos comprendan, relacionen y se apropien de los contenidos disciplinares. Nuestra descripción de los usos de la lectura y la escritura en distintos sistemas de interacción entre docentes, alumnos y saberes a enseñar contribuirá al campo de la teoría y al de la práctica educativa, al insertarse en el debate sobre los modos más fecundos de enseñar a leer y a escribir, y de enseñar contenidos disciplinares con ayuda de la lectura y la escritura.",Instituto de Lingüística; CONICET,2016,2019,http://il.institutos.filo.uba.ar/proyecto/pr%C3%A1cticas-de-ense%C3%B1anza-que-integran-leer-y-escribir-para-aprender-en-diferentes-asignaturas,S/D
Saberes y sujetos modernos para la cultura argentina: en torno a la REVISTA DE FILOSOFÍA (1915 - 1929),"Fernández, Cristina Beatriz",S/D,finalizado,PIP,S/D,Departamento de Letras; Facultad de Humanidades; Universidad Nacional de Mar del Plata,2014,2016,S/D,11220130100588CO
Figuras de la voz en la poesía latinoamericana contemporánea. Archivo y observatorio de poesía y performance,"Porrúa, Ana María",S/D,finalizado,PIP,S/D,Centro de Letras Hispanoamericanas; Departamento de Letras; Facultad de Humanidades; Universidad de Mar del Plata ,2014,2016,S/D,11220130100310CO
La performance de la literatura en Brasil,"Aguilar, Gonzalo Moises",S/D,finalizado,PIP,S/D,Instituto de Literatura Hispanoamericana; Facultad de Filosofía y Letras; Universidad de Buenos Aires,2015,2017,S/D,11220150100549CO
"Gramática y Fonética/Fonología: Estudio de la Prosodia del Español de la Argentina (cláusulas adverbiales, marcadores y conectores, construcciones apositivas)","Borzi, Claudia Beatriz",S/D,finalizado,PIP,S/D,Instituto de Lingüística; Facultad de Filosofía y Letras; Universidad de Buenos Aires,2015,2017,S/D,11220150100748CO
El concepto de erudición en la historia literaria hacia el siglo XIX. Continuidades y ruptura desde la modernidad,"Calvo, Florencia Nora",S/D,finalizado,PIP,S/D,"Instituto de Filología y Literatura Hispánica ""Dr. Amado Alonso""; Facultad de Filosofía y Letras; Universidad de Buenos Aires",2015,2017,S/D,11220150100719CO
Aproximación a la problemática de los romanceamientos castellanos medievales (siglos XII -XVI): los aportes de la ecdótica y los Estudios de Traducción (Translation Studies).,"Fuentes, Juan Héctor",S/D,finalizado,PIP,S/D,IIBICRIT - SECRIT; CONICET,2015,2017,S/D,11220150100539CO
"Categorías funcionales en variedades de la Argentina: español, lenguas indígenas y variedades de contacto","Kornfeld, Laura Malena ",S/D,finalizado,PIP,S/D,Instituto del Desarrollo Humano; Universidad General Sarmiento,2015,2017,S/D,11220150100386CO
Diacronía de lo nuevo en las comunidades letradas latinoamericanas. Textos públicos y redes en la segunda mitad del siglo XX,"Maiz, Claudio Gustavo",S/D,finalizado,PIP,S/D,Facultad de Filosofía y Letras; Universidad Nacional de Cuyo,2015,2017,S/D,11220150100025CO
"""Fiat ars, pereat mundus"": la ""crisis de la novela"" y los ""felices años veinte"" en la Literatura Española","Minardi, Adriana Elizabeth ",S/D,finalizado,PIP,S/D,"Instituto de Filología y Literatura Hispánica ""Dr. Amado Alonso""; Facultad de Filosofía y Letras; Universidad de Buenos Aires",2015,2017,S/D,11220150100396CO
Umbrales de la escritura: correspondencias y tensiones de la relación palabra/imagen en la literatura latinoamericana,"Puppo, María Lucía",S/D,finalizado,PIP,S/D,Departamento de Letras; Facultad de Filosofía y Letras; Pontificia Universidad Católica Argentina ,2015,2017,S/D,11220150100015CO
"Vocabulario, narración y argumentación infantil. Un estudio psicolingüístico y sociocultural","Ronsenberg, Celia Renata ",S/D,finalizado,PIP,S/D,Centro Interdisciplianrio de Investigaciones en Psicología Matemática y Experimental Dr. Horacio Rimoldi; CONICET ,2015,2017,S/D,11220150100080CO
"Tropos, tópicos y cartografías: figuras del espacio en la literatura latinoamericana de la Conquista a la Modernidad","Sancholuz, Carolina ",S/D,finalizado,PIP,S/D,Instituto de Investigaciones en Humanidades y Ciencias Sociales (IDIHCS); CONICET; Universidad Nacional de La Plata,2015,2017,S/D,11220150100744CO
Prácticas de enseñanza de la escritura de la tesis de posgrado: estudio comparativo de experiencias en entornos presenciales y virtuales,"Álvarez, Guadalupe",S/D,vigente,PIP,S/D,Instituto del Desarrollo Humano; Universidad General Sarmiento,2017,2019,S/D,11220170100122CO
"Discursos, prácticas y redes intelectuales en la cultura argentina de la primera mitad del siglo XX: nuevas intersecciones letrado-popular- masivo","Chicote, Gloria Beatriz",S/D,vigente,PIP,S/D,Instituto de Investigaciones en Humanidades y Ciencias Sociales (IDIHCS); CONICET; Universidad Nacional de La Plata,2017,2019,S/D,11220170100488CO
Humanidades y Saber en el Renacimiento,"Ciordi, Martín José Raúl",S/D,vigente,PIP,"El objetivo de este proyecto es pensar la cuestión de los intelectuales humanistas y los saberes en el Renacimiento, a partir de una serie de casos que van desde el siglo XV al XVII, situados en Italia, Inglaterra, Francia, Portugal y España. Nuestra hipótesis de trabajo es que en todos estos casos se manifiesta una común insatisfacción con las formas de conocer y saber establecidas, que se traduce en una búsqueda de respuestas nuevas, inéditas. Así se evidencia tanto en el ""arti e scienze non udite e mai vedute"" que pregona Alberti sobre los artistas florentinos en su tratado Della pittura de 1435, como en la expresión ""em verdade lhe digo, que vi cousas que nunca vi em Europa"" del jesuita Giovanni Battista desde Japón en una epístola de 1564. Al mismo tiempo, muchas veces el carácter de novedad está paradójicamente implicado en la recuperación de formas antiguas aún en su condición de ruinas o en la revisitación creativa de los clásicos. Como parte constitutiva de esta hipótesis, afirmamos además que estos nuevos saberes pueden estar ligados a una cultura de la dominación o bien abrir un horizonte de rebelión y liberación del hombre de su servidumbre e infelicidad. Por ejemplo, en el De infelicitate principum (1440) de Poggio Bracciolini, estas dos posibilidades se encuentran encarnadas en el mismo diálogo: la primera en Cosme de Medici y la segunda, en Niccolò Niccoli. Asimismo, consideramos que investigar las maneras de saber constituye un lugar privilegiado para pensar las relaciones de poder, como en la emergencia de nuevos espacios de producción y circulación de saberes desligados de las instituciones dominantes. En línea con Bajtin, Gadamer y Ricoeur, la metodología hermenéutica que utilizaremos procura interpretar los textos atendiendo que son tanto un objeto que requiere un análisis histórico como un asunto que invita a pensar. Los resultados se materializarán y difundirán en congresos, artículos de revistas y un libro colectivo.","Instituto de Filología y Literatura Hispánica ""Dr. Amado Alonso""; Facultad de Filosofía y Letras; Universidad de Buenos Aires",2017,2019,S/D,11220170100576CO
Archivo Lucio V. Mansilla. Para una relectura integral,"Contreras, Sandra Claudia",S/D,vigente,PIP,S/D,Instituto de Estudios Críticos en Humanidades (IECH); CONICET; Universidad Nacional de Rosario,2017,2019,S/D,11220170100121CO
"Artes visuales, literatura y la cuestión de lo viviente: problemas y propuestas de investigación para una agenda transdisciplinaria en un campo expandido","Fernández Bravo, Álvaro",S/D,vigente,PIP,S/D,Departamento de Humanidades; Universidad de San Andrés,2017,2019,S/D,11220170100038CO
Letra y vida en la literatura argentina: figuraciones en primera y tercera persona,"Laera, María Alejandra ",S/D,vigente,PIP,S/D,Instituto de Literatura Hispanoamericana; Facultad de Filosofía y Letras; Universidad de Buenos Aires,2017,2019,S/D,11220170100879CO
Trayectorias del desarrollo lingüístico de niños hablantes tardíos: Impacto de los factores individuales y sociocontextuales y análisis de la eficacia de un dispositivo de intervención temprana,"Resches, Mariela ",S/D,vigente,PIP,S/D," Centro Interdisciplianrio de Investigaciones en Psicología Matemática y Experimental ""Dr. Horacio Rimoldi""; CONICET ",2017,2019,S/D,11220170100874CO
El debate feminista y su impacto en las artes visuales y literatura: 1960-1980. Perspectivas y desarrollo del campo cultural argentino,"Rosa, María Laura",S/D,vigente,PIP,S/D,"Instituto Interdisciplinario de Estudios de Género, Facultad de Filosofía y Letras; Universidad de Buenos Aires",2017,2019,S/D,11220170100526CO
Teoría y crítica literarias en los ensayos tempranos de Siegfried Kracauer (1915- 1933),"Vedda, Miguel Ángel",S/D,vigente,PIP,S/D,"Instituto de Filología y Literatura Hispánica ""Dr. Amado Alonso""; Facultad de Filosofía y Letras; Universidad de Buenos Aires",2017,2019,S/D,11220170100600CO
"Narrativa de creencias, retórica y corporalidad en contextos argentinos","Palleiro, María Inés",S/D,finalizado ,PIP,S/D,"Instituto de Filología y Literatura Hispánica ""Dr. Amado Alonso""; Facultad de Filosofía y Letras; Universidad de Buenos Aires",2014,2016,S/D,11220130100456CO
Formas de la apariencia y el ocultamiento. Recortes del género en la cultura literaria y visual latinoamericana del presente,"Domínguez, Nora - Szurmuk, Mónica","Bertúa, Paula - De Leone, Lucia -Arnés, Laura",finalizado,PIP,S/D,Instituto de Investigación de Estudios de Género; Facultad de Filosofía y Letras; Universidad de Buenos Aires,2015,2017,http://genero.institutos.filo.uba.ar/proyecto/formas-de-la-apariencia-y-el-ocultamiento-recortes-del-g%C3%A9nero-en-la-cultura-literaria-y,S/D
Lenguajes y subjetividad política en el primer peronismo,"Lenguajes y subjetividad política en el primer peronismo. Nuevas miradas desde abajo y en clave local (Córdoba, Santiago del Estero, Río Negro y La Rioja)","Barros, Mercedes María",vigente,PIP,S/D,Facultad de Ciencias Políticas y Relaciones Internacionales; Universidad Católica de Córdoba,,2016,2019,S/D
Prácticas de enseñanza que integran leer y escribir para aprender en diferentes asignaturas de la educación secundaria y superior,," Carlino, Paula Cecilia",finalizado,PIP,"El proyecto, que reúne la labor de investigadores y becarios doctorales y posdoctorales, propone describir y caracterizar los usos de la lectura y la escritura en distintos sistemas de interacción entre docentes, alumnos y saberes a enseñar en el nivel medio y superior. Para tal fin, indagamos las condiciones educativas que promueven o dificultan que leer y escribir funcionen como instrumentos de aprendizaje y, a la vez, como objetos de enseñanza en diversas áreas disciplinares. Así, buscamos aportar a las discusiones presentes en la bibliografía acerca de si estas prácticas han de enseñarse sólo en espacios curriculares específicos (talleres de escritura, clases de Lengua, cursos de “alfabetización académica”, etc.) o si es posible también integrarlas en las asignaturas disciplinares, de qué modos, con qué retos y alcances. En lo específico, proyectamos: a) caracterizar qué acciones docentes vinculadas con leer y escribir en las asignaturas promueven oportunidades de aprendizaje según nuestro análisis y desde el punto de vista de los actores involucrados; b) reconocer qué desafíos enfrentan los profesores para entramar situaciones de lectura y escritura con la enseñanza de sus disciplinas y cómo los afrontan; c) especificar qué valoran o desestiman los docentes sobre las propuestas diseñadas y probadas en sus aulas; d) identificar qué dificultades encuentran los estudiantes al leer y escribir para aprender, qué ayudas pedagógicas reciben y cuáles expresan que necesitarían. Estos objetivos se abordan a través de estudios naturalistas (sobre la enseñanza habitual) e intervencionistas (de diseño didáctico), lo cual aportará a las discusiones pedagógicas a partir de conocimientos generados dentro de las aulas, a la vez que evitará el riesgo de los estudios extrínsecos (en condiciones de laboratorio), que son escasamente utilizados por la comunidad docente. Se observarán y transcribirán clases, se entrevistará a docentes y alumnos, y se recopilarán documentos (institucionales y áulicos), a fin de triangularlos metodológicamente. Para los estudios naturalistas, hipotetizamos que en la enseñanza habitual la lectura y la escritura tenderán a utilizarse para extraer información y acreditar saberes, en lugar de aprovecharse como herramientas para aprender. Para los estudios intervencionistas, anticipamos que, en las actividades diseñadas y puestas a prueba en las aulas, la acción docente en situaciones argumentativas y dialógicas potenciará las oportunidades de participar y aprender a través de la lectura y la escritura. Además, prevemos que las condiciones creadas para que leer y escribir adquieran sentido para los alumnos, junto con la orientación que el docente ofrezca sobre esas prácticas antes de evaluarlas, promoverán su uso epistémico. Como resultados esperados, se caracterizarán las prácticas de enseñanza de y mediadas por la lectura y la escritura, se especificará cómo leer y escribir pudieron entrelazarse con la enseñanza de las materias, y se determinará si y cómo contribuyeron a que los alumnos comprendan, relacionen y se apropien de los contenidos disciplinares. Nuestra descripción de los usos de la lectura y la escritura en distintos sistemas de interacción entre docentes, alumnos y saberes a enseñar contribuirá al campo de la teoría y al de la práctica educativa, al insertarse en el debate sobre los modos más fecundos de enseñar a leer y a escribir, y de enseñar contenidos disciplinares con ayuda de la lectura y la escritura.",Instituto de Lingüística; CONICET,,2016,2019,http://il.institutos.filo.uba.ar/proyecto/pr%C3%A1cticas-de-ense%C3%B1anza-que-integran-leer-y-escribir-para-aprender-en-diferentes-asignaturas
